,narrator_id,name,grade,death_reason,places_of_stay
17302,24039,Bashr bin Nmyr al-Qshyry بشر بن نمير القشيري,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17303,24041,Bkar bin 'Abdul 'Aziz بكار بن عبد العزيز بن أبي,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17304,24042,Bakr bin al-Hakam بكر بن الحكم,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17305,24043,Bakr bin 'Isa al-Rasby بكر بن عيسى الراسبي,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17306,24044,Bakr bin Yahya bin Zban بكر بن يحيى بن زبان,Succ. (Taba' Tabi') [9th generation],Natural,Basra
17307,24045,Bkyr bin Abi al-Smyt بكير بن أبي السميط,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17308,24047,Bhalwal bin Muraq بهلول بن مورق,Succ. (Taba' Tabi') [8th generation],Natural,"Egypt, al-Basra, Syria"
17309,24048,Bilal bin Ysar bin Zayd بلال بن يسار بن زيد,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17310,24050,Jabir bin Sbh جابر بن صبح,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17311,24051,Ja'far bin Brd جعفر بن برد,Succ. (Taba' Tabi') [8th generation],Natural,"al-Ray, al-Basra"
17312,24052,Ja'far bin al-Zubair al-Hanfi جعفر بن الزبير الحنفي,Succ. (Taba' Tabi') [7th generation],Natural,"Damascus, al-Basra"
17313,24055,Hatm bin Maymun al-Klaby حاتم بن ميمون الكلابي,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17314,24058,al-Harith bin 'Ubaid bin al-Tfyl الحارث بن عبيد بن الطفيل,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17315,24059,al-Harith bin Atyh al-Basri الحارث بن عطية البصري,Succ. (Taba' Tabi') [9th generation],Natural,"al-Basra, al-Musaysa"
17316,24060,al-Harith bin Mrh bin Mja'h الحارث بن مرة بن مجاعة,Succ. (Taba' Tabi') [9th generation],Natural,"al-Yamama, al-Basra"
17317,24061,al-Harith bin Nbhan al-Jrmy الحارث بن نبهان الجرمي,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17318,24062,al-Harith bin Wjyh الحارث بن وجيه,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17319,24064,Hibban bin Yasar al-Kalabi حبان بن يسار الكلابي,Succ. (Taba' Tabi') [8th generation],Natural,Basra
17320,24066,Habib bin Abi Habib حبيب بن أبي حبيب,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17321,24067,Habib bin Slym al-Bahly حبيب بن سليم الباهلي بصري,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17322,24069,Hjaj bin Nsyr حجاج بن نصير,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17323,24082,al-Hasan bin Habib bin Ndbh الحسن بن حبيب بن ندبة,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17324,24083,al-Hasan bin Abi al-Hasana'a الحسن بن أبي الحسناء,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17325,24084,al-Hasan bin Yahya al-Basri الحسن بن يحيى البصري,Succ. (Taba' Tabi') [7th generation],Natural,"al-Basra, Khurasan"
17326,24085,al-Husain bin Salmah bin Isma'il الحسين بن سلمة بن إسماعيل,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17327,24086,al-Husain bin al-Mundhir الحسين بن المنذر أبو المنذر,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17328,24087,Hafs bin Sulaiman al-Mnqry حفص بن سليمان المنقري التميمي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17329,24088,Hafs bin 'Umar bin Mrh حفص بن عمر بن مرة,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17330,24090,al-Hakam bin 'Abdul Malik الحكم بن عبد الملك القرشي,Succ. (Taba' Tabi') [7th generation],Natural,"al-Basra, Kufa"
17331,24091,al-Hakam bin Abd'h الحكم بن عبدة,Succ. (Taba' Tabi') [7th generation],Natural,"Basra, Egypt"
17332,24092,al-Hakam bin Atyh al-Yshy الحكم بن عطية العيشي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17333,24093,Hkym bin 'Abdur Rahman Abu حكيم بن عبد الرحمن,Succ. (Taba' Tabi') [7th generation],Natural,"Egypt, al-Basra"
17334,24094,Hmad bin Bashyr al-Rb'y حماد بن بشير الربعي البصري,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17335,24095,Hmad bin al-J'd al-Hdhly حماد بن الجعد الهذلي البصري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17336,24096,Hmad bin Ja'far bin Zayd حماد بن جعفر بن زيد,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17337,24098,Hmad bin 'Isa bin 'Ubaid'h حماد بن عيسى بن عبيدة,Succ. (Taba' Tabi') [9th generation],Natural,"al-Wasit, al-Basra"
17338,24100,Hmad bin Waqd al-Yshy حماد بن واقد العيشي,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17339,24101,Hammad bin Yahya al-Abah حماد بن يحيى الأبح,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17340,24102,Hamza bin Njyh حمزة بن نجيح,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17341,24104,Hameed bin Yazid al-Basri حميد بن يزيد البصري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17342,24105,Hushab bin 'Aqil al-Jarmi حوشب بن عقيل الجرمي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17343,24106,Khazm Balzay bin خازم بالزاي,Succ. (Taba' Tabi') [8th generation],Natural,"al-Basra, Kufa"
17344,24107,Khazm bin Mrwan خازم بن مروان,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17345,24112,Khalid bin Mysrh al-Tfawy خالد بن ميسرة الطفاوي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17346,24113,Khalid bin Yazid al-Azdi خالد بن يزيد الأزدي العتكي الهدادي,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17347,24114,al-Khsyb bin Nash al-Harithy الخصيب بن ناصح الحارثي البصري,Succ. (Taba' Tabi') [9th generation],Natural,"al-Basra, Egypt"
17348,24115,Khlf bin Khalid al-Bdy خلف بن خالد العبدي البصري,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17349,24116,Khlyd bin D'lj al-Sdwsy خليد بن دعلج السدوسي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17350,24117,Khlyfh bin Ghalb al-Lythy خليفة بن غالب الليثي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17351,24118,al-Khlyl bin Ahmed al-Azdy الخليل بن أحمد الأزدي الفراهيدي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17352,24119,al-Khlyl bin Zakaria al-Shybany الخليل بن زكريا الشيباني,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17353,24120,al-Khlyl bin 'Umar bin Ibrahim الخليل بن عمر بن إبراهيم,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17354,24121,al-Khlyl bin Mrh al-Db'y الخليل بن مرة الضبعي,Succ. (Taba' Tabi') [7th generation],Natural,"al-Basra, al-Raqqa"
17355,24122,Khlad bin Yazid al-Bahly خلاد بن يزيد الباهلي البصري,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17356,24123,Da'ud bin Rashid al-Tfawy داود بن راشد الطفاوي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17357,24124,Da'ud bin al-Zbrqan al-Rqashy داود بن الزبرقان الرقاشي,Succ. (Taba' Tabi') [8th generation],Natural,"al-Basra, Baghdad"
17358,24126,Da'ud bin al-Mhbr داود بن المحبر,Succ. (Taba' Tabi') [9th generation],Natural,"al-Basra, Baghdad"
17359,24127,Darst bin Ziyad درست بن زياد العنبري,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17360,24128,Dfa' Bfth Thm دفاع بفتح ثم,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17361,24129,Dylm bin Ghzwan al-Bdy ديلم بن غزوان العبدي,Succ. (Taba' Tabi') [8th generation],Natural,"al-Ray, al-Basra"
17362,24130,Rafa'i bin Salmah bin Ziyad رافع بن سلمة بن زياد,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17363,24131,Rabi' bin 'Alayya ربعي بن علية أبو الحسن,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17364,24132,Rb'y bin 'Abdullah ربعي بن عبد الله بن الجارود,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17365,24133,al-Rabi' bin Bdr bin 'Amr الربيع بن بدر بن عمرو,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17366,24134,al-Rabi' bin Habib al-Hanfi الربيع بن حبيب الحنفي أبو سلمة,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17367,24135,al-Rabi' bin Sbyh الربيع بن صبيح,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17368,24136,al-Rabi' bin 'Abdullah الربيع بن عبد الله بن خطاف,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17369,24139,Rja'a bin Abi Salmah رجاء بن أبي سلمة مهران,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17370,24140,Rja'a bin Sbyh al-Hrshy رجاء بن صبيح الحرشي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17371,24141,Rwh bin Aslm al-Bahly روح بن أسلم الباهلي,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17372,24143,Rwh bin Anbs'h bin Sa'id روح بن عنبسة بن سعيد,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17373,24144,Ryhan bin Sa'id bin al-Mthna ريحان بن سعيد بن المثنى,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17374,24145,Za'id'h bin Abi al-Rqad زائدة بن أبي الرقاد,Succ. (Taba' Tabi') [8th generation],Natural,"al-Ray, al-Basra"
17375,24146,Zakaria bin Mysrh al-Bsry زكريا بن ميسرة,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17376,24147,Zakaria bin Yahya bin Amarh زكريا بن يحيى بن عمارة,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17377,24148,Zuhyr bin al-Hnyd زهير بن الهنيد,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17378,24150,Ziyad bin 'Ubaidullah زياد بن عبيد الله بن زياد,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17379,24151,Ziyad bin Abi Muslim زياد بن أبي مسلم ويقال,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17380,24152,Salm bin Dinar سالم بن دينار,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17381,24154,Srar bin Mjshr bin Qbys'h سرار بن مجشر,Succ. (Taba' Tabi') [8th generation],Natural,"al-Ray, al-Basra"
17382,24155,al-Sry bin Yahya bin Iyas السري بن يحيى بن إياس,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17383,24156,Sa'id bin Aws bin Thabit سعيد بن أوس بن ثابت,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17384,24159,Sa'id bin Zrby سعيد بن زربي,Succ. (Taba' Tabi') [7th generation],Natural,"al-Ray, al-Basra"
17385,24161,Sa'id bin Sufyan al-Jhdry سعيد بن سفيان الجحدري,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17386,24162,Sa'id bin Sulaiman al-Basri al-Nashayti سعيد بن سليمان البصري النشيطي,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17387,24166,Sufyan bin Nshyt سفيان بن نشيط,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17388,24167,al-Skn bin Isma'il al-Ansari السكن بن إسماعيل الأنصاري ويقال,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17389,24168,al-Skn bin al-Mughira al-Amwy السكن بن المغيرة الأموي مولاهم,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17390,24169,Skyn bin 'Abdul 'Aziz bin Qays سكين بن عبد العزيز,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17391,24170,Salm bin Ibrahim al-Waraq سلم بن إبراهيم الوراق,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17392,24173,Salm bin Qutayba al-Bahli سلم بن قتيبة الباهلي,Succ. (Taba' Tabi') [7th generation],Natural,"Khurasan, al-Basra"
17393,24174,Salmah bin Tmam سلمة بن تمام,Succ. (Taba' Tabi'),Natural,Basra
17394,24175,Salmah bin Sa'id bin Atyh سلمة بن سعيد بن عطية,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17395,24178,Sulaiman bin Arqm سليمان بن أرقم,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17396,24180,Sulaiman bin Qrm سليمان بن قرم,Succ. (Taba' Tabi') [7th generation],Natural,"al-Ray, al-Basra"
17397,24183,al-Smyd' bin Wahb bin Swar السميدع بن واهب,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17398,24184,Sahl bin Aslm al-Dwy Mwlahm سهل بن أسلم العدوي,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17399,24186,Sahl bin Abi al-Slt سهل بن أبي الصلت العيشي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17400,24190,Swar bin Da'ud al-Mzny Abu سوار بن داود,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17401,24191,Sawar bin 'Abdullah bin Qadama سوار بن عبد الله بن قدامة,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17402,24192,Suwayd bin Ibrahim al-Jhdry سويد بن إبراهيم الجحدري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17403,24193,Salam bin Sulaiman al-Mzny سلام بن سليمان المزني,Succ. (Taba' Tabi') [7th generation],Natural,"al-Basra, Kufa"
17404,24196,Syar bin Hatm al-Nzy Abu سيار بن حاتم,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17405,24197,Syf bin 'Ubaidullah سيف بن عبيد الله الجرمي,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17406,24199,Shbyb bin Shayba bin Abd شبيب بن شيبة بن عبد الله,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17407,24200,Shbyb bin 'Abdul Malik شبيب بن عبد الملك,Succ. (Taba' Tabi') [9th generation],Natural,"al-Basra, Khurasan"
17408,24203,Suh'aib bin Byan bin Ziyad شعيب بن بيان بن زياد,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17409,24204,Suh'aib Sahb al-Tyals'h Wqal bin Hban شعيب صاحب الطيالسة,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17410,24207,Salah bin Bashir bin Wada' - al-Mari صالح بن بشير بن وادع - المري,Succ. (Taba' Tabi') [7th generation],Natural,"al-Ray, al-Basra"
17411,24208,Salah bin Msmar Bsry صالح بن مسمار بصري سكن الجزيرة,Succ. (Taba' Tabi') [7th generation],Natural,"Basra, Bahrain"
17412,24209,Sadqa bin Musa al-Daqayqi صدقة بن موسى الدقيقي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17413,24210,Sard bin Abi al-Manazil صرد بن أبي المنازل,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17414,24213,Safwan bin Hbyrh صفوان بن هبيرة,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17415,24215,al-Dhak bin Nbras الضحاك بن نبراس,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17416,24216,Dmdm bin 'Amr al-Hnfy ضمضم بن عمرو الحنفي أبو الأسود البصري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17417,24217,Talb bin Hjyr طالب بن حجير,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17418,24218,Twd bin 'Abdul Malik al-Qaysy طود بن عبد الملك القيسي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17419,24219,Asim bin Hilal عاصم بن هلال,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17420,24220,Aabad bin Aadm al-Hdhly عباد بن آدم الهذلي البصري,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17421,24223,Aabad bin 'Aabad bin 'Alqama عباد بن عباد بن علقمة المازني,Succ. (Taba' Tabi') [7th generation],Natural,"Egypt, al-Basra"
17422,24224,Aabad bin Kathir al-Thaqifi عباد بن كثير الثقفي البصري,Succ. (Taba' Tabi') [7th generation],Natural,"al-Basra, Makkah"
17423,24225,Aabad bin Lyth al-Krabysy عباد بن ليث الكرابيسي,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17424,24226,Aabad bin Musa bin Shdad عباد بن موسى بن شداد السعدي,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17425,24227,Aabad bin Mysrh al-Mnqry عباد بن ميسرة المنقري البصري المعلم,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17426,24229,Abdullah bin Bakr عبد الله بن بكر بن عبد الله,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17427,24230,Abdullah bin Abi Bakr عبد الله بن أبي بكر,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17428,24231,Abdullah bin Hafs عبد الله بن حفص الأرطباني أبو حفص,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17429,24234,Abdullah bin Sawar bin 'Abdullah عبد الله بن سوار بن عبد الله بن قدامة,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17430,24236,Abdullah bin Sbyh al-Bsry عبد الله بن صبيح البصري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17431,24237,Abdullah bin Tryf عبد الله بن طريف أبو خزيمة البصري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17432,24238,Abdullah bin 'Asim عبد الله بن عاصم الحماني,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17433,24239,Abdullah bin 'Ubaid عبد الله بن عبيد الحميري البصري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17434,24240,Abdullah bin 'Uthman al-Basri عبد الله بن عثمان البصري,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17435,24241,Abdullah bin Arad'h عبد الله بن عرادة,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17436,24242,Abdullah bin Farroukh al-Khurasni عبد الله بن فروخ الخراساني,Succ. (Taba' Tabi') [8th generation],Natural,"Khurasan, al-Yamama, Basra"
17437,24243,Abdullah bin Muhammad bin 'Abdul Malik عبد الله بن محمد بن عبد الملك بن مسلم,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17438,24244,Abdullah bin al-Mukhtar عبد الله بن المختار البصري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17439,24245,Abdullah bin Muslim al-Basri عبد الله بن مسلم البصري,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17440,24246,Abdullah bin Njyd عبد الله بن نجيد,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17441,24247,Abdullah bin Harun عبد الله بن هارون بن أبي عيسى,Succ. (Taba' Tabi') [9th generation],Natural,"Syria, al-Basra"
17442,24248,Abdullah bin Yazid bin Dabba/Maqsam عبد الله بن يزيد بن ضبة الثقفي,Succ. (Taba' Tabi') [9th generation],Natural,"Ta'if, al-Basra"
17443,24249,Abdullah bin Yazid/ Abi Yazid عبد الله بن يزيد أو بن أبي يزيد,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17444,24251,Abd al-Jlyl bin Atyh عبد الجليل بن عطية القيسي أبو صالح,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17445,24252,Abdul Hameed bin Abd al-Wahd عبد الحميد بن عبد الواحد,Succ. (Taba' Tabi') [9th generation],Natural,Basra
17446,24253,Abdur Rahman bin Bdyl عبد الرحمن بن بديل بن ميسرة العقيلي,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17447,24256,Abdur Rahman bin Maymun عبد الرحمن بن ميمون,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17448,24257,Abdur Rahman Mwla Qays عبد الرحمن مولى قيس بصري,Succ. (Taba' Tabi') [8th generation],Natural,Basra
17449,24258,Abd al-Rhym bin Zayd عبد الرحيم بن زيد بن الحواري العمي,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17450,24260,Abdul Salam bin Shu'iab bin al-Habhab عبد السلام بن شعيب بن الحبحاب,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17451,24263,Abdul 'Aziz bin al-Rabi' عبد العزيز بن الربيع,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17452,24264,Abdul 'Aziz bin Rabi'ya عبد العزيز بن ربيعة البناني,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17453,24266,Abdul 'Aziz bin Qays عبد العزيز بن قيس بن عبد الرحمن,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17454,24269,Abdul 'Aziz bin al-Mughira عبد العزيز بن المغيرة بن أمي,Succ. (Taba' Tabi') [9th generation],Natural,"al-Basra, al-Ray"
17455,24270,Abdul 'Aziz bin Mhran عبد العزيز بن مهران البصري والد مرحوم,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17456,24271,Abd al-Qahr bin al-Sry عبد القاهر بن السري السلمي أبو رفاعة,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17457,24272,Abdul Qahir bin Shu'iab bin al-Habhab عبد القاهر بن شعيب بن الحبحاب,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17458,24274,Abdul Malik bin al-Khtab عبد الملك بن الخطاب بن عبيد الله,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17459,24276,Abdul Malik bin Abd عبد الملك بن عبد الله بن محمد,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17460,24277,Abdul Malik bin Abd عبد الملك بن عبد,Succ. (Taba' Tabi'),Natural,"Syria, al-Basra"
17461,24279,Abdul Malik bin Mysrh عبد الملك بن ميسرة بصري,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17462,24280,Abdul Malik bin Abi Nadhra عبد الملك بن أبي نضرة العبدي البصري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17463,24281,Abdul Malik bin al-Walid عبد الملك بن الوليد بن معدان الضبعي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17464,24295,Ubaidullah bin al-Nadr عبيد الله بن النضر بن عبد الله,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17465,24296,Ubaidullah bin al-Waza' عبيد الله بن الوازع الكلابي البصري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17466,24297,Ubaid bin Aqyl عبيد بن عقيل,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17467,24298,Ubaid bin Mhran al-Wzan عبيد بن مهران الوزان أبو الأشعث البصري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17468,24299,Ubaid'h ['bys] bin عبيدة [عبيس],Succ. (Taba' Tabi'),Natural,al-Basra
17469,24300,Atab bin 'Abdul 'Aziz عتاب بن عبد العزيز الحماني,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17470,24301,Atab bin al-Mthna bin Khwlan عتاب بن المثنى بن خولان القشيري,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17471,24302,Utba bin 'Abdul Malik عتبة بن عبد الملك السهمي بصري,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17472,24303,Utayba al-Darir عتيبة الضرير البصري,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17473,24305,Uthman bin 'Abdur Rahman al-Jumhi عثمان بن عبد الرحمن الجمحي,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17474,24308,Uthman bin Fa'id al-Quraishi عثمان بن فائد القرشي أبو لبابة البصري,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17475,24311,Uthman bin Mtr al-Shybany عثمان بن مطر الشيباني أبو الفضل,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17476,24312,Ady bin al-Fadl al-Taymi عدي بن الفضل التيمي,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17477,24313,Ady bin al-Fadl al-Basri عدي بن الفضل / الفضيل بصري,Succ. (Taba' Tabi') [8th generation],Natural,Basra
17478,24314,Adhafr al-Bsry عذافر البصري,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17479,24315,Ar'rh bin al-Brnd bin al-N'man عرعرة بن البرند,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17480,24317,Uqba bin 'Abdullah عقبة بن عبد الله الأصم الرفاعي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17481,24318,Ali bin Bkar al-Basri علي بن بكار البصري,Succ. (Taba' Tabi') [9th generation],Natural,"al-Basra, al-Thaghar"
17482,24319,Ali bin Abi Sara علي بن أبي سارة,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17483,24321,Ali bin Ms'd'h al-Bahly علي بن مسعدة الباهلي أبو حبيب البصري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17484,24323,Amar bin Amarh Abu عمار بن عمارة أبو هاشم الزعفراني البصري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17485,24324,Amarh bin Zadhan al-Sydlany عمارة بن زاذان الصيدلاني أبو سلمة البصري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17486,24325,Amarh bin Mhran عمارة بن مهران,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17487,24326,Umar bin Ibrahim al-Bdy عمر بن إبراهيم العبدي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17488,24327,Umar bin Habib bin Muhammad al-'Advi عمر بن حبيب بن محمد العدوي القاضي,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17489,24328,Umar bin al-Khtab bin Zakaria عمر بن الخطاب بن زكريا الراسبي,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17490,24329,Umar bin Abi Khlyfh عمر بن أبي خليفة,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17491,24330,Umar bin Ryah عمر بن رياح,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17492,24331,Umar bin Slym al-Bahly عمر بن سليم الباهلي,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17493,24332,Umar bin Shqyq bin Asma'a عمر بن شقيق بن أسماء الجرمي,Succ. (Taba' Tabi') [8th generation],Natural,al-Basra
17494,24333,Umar bin 'Abdullah alRumi عمر بن عبد الله - الرومي,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17495,24336,Umar bin Frwkh عمر بن فروخ,Succ. (Taba' Tabi') [7th generation],Natural,"al-Ray, al-Basra"
17496,24337,Umar bin al-Fadl al-Slmy عمر بن الفضل السلمي,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17497,24338,Umar bin Nbhan عمر بن نبهان,Succ. (Taba' Tabi') [7th generation],Natural,Basra
17498,24339,Amr bin Abi al-Hjaj عمرو بن أبي الحجاج ميسرة المنقري,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17499,24341,Amr bin 'Ubaid bin Bab عمرو بن عبيد بن باب,Succ. (Taba' Tabi') [7th generation],Natural,al-Basra
17500,24344,Amr bin Muhammad bin Abi Razayn عمرو بن محمد بن أبي رزين,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
17501,24346,Amr bin Marzuq al-Washahi عمرو بن مرزوق الواشحي,Succ. (Taba' Tabi') [8th generation],Natural,Basra
17502,24347,Amr bin Mnswr al-Qaysy عمرو بن منصور القيسي البصري القداح,Succ. (Taba' Tabi') [9th generation],Natural,al-Basra
