narrator_id,grade,death_reason,places_of_stay,name_en,name_ar
23577,Successor (Taba' Tabi'),Natural,,Ghdban bin Yazid,غضبان بن يزيد
23578,Successor (Taba' Tabi'),Natural,Yemen,Ghtryf Abu Harun al-Ymany,غطريف أبو هارون
23579,Successor (Taba' Tabi'),Natural,,Fdyl bin Ysar,فضيل بن يسار
23580,Successor (Taba' Tabi'),Natural,Bahrain,al-Fadl bin Qtad'h,الفضل بن قتادة
23581,Successor (Taba' Tabi'),Natural,,al-Fadl bin Mrzwq,الفضل بن مرزوق
23582,Successor (Taba' Tabi'),Natural,,Frwh bin Wahub,فروة بن وهب
23583,Successor (Taba' Tabi'),Natural,Kufa,Frdws bin al-'Ash'ry,فردوس بن الأشعري
23584,Successor (Taba' Tabi'),Natural,,Frj bin Yazid,فرج بن يزيد
23585,Successor (Taba' Tabi'),Natural,,al-Qasim bin Shryh,القاسم بن شريح
23586,Successor (Taba' Tabi'),Natural,,al-Qasim bin Salman,القاسم بن سلمان
23587,Successor (Taba' Tabi'),Natural,,al-Qasim bin Jbyr,القاسم بن جبير
23588,Successor (Taba' Tabi'),Natural,"al-Basra, Khurasan",Qdamh bin al-Hythm,قدامة بن الهيثم
23589,Successor (Taba' Tabi'),Natural,,Qtad'h bin Sulaiman,قتادة بن سليمان
23590,Successor (Taba' Tabi'),Natural,,Qyrat Abu al-'Alih,قيراط أبو العالية
23591,Successor (Taba' Tabi'),Natural,,al-Q'qa' bin al-Slt,القعقاع بن الصلت
23592,Successor (Taba' Tabi'),Natural,,Qyza bin Shdad al-Slmy,قيظي بن شداد
23593,Successor (Taba' Tabi'),Natural,al-Basra,Qbys'h bin Mrwan,قبيصة بن مروان
23594,Successor (Taba' Tabi'),Natural,al-Basra,Kathir bin Ma'dan al-Rasby,كثير بن معدان
23595,Successor (Taba' Tabi'),Natural,Medina,Kathir bin Ja'far bin Abi Kathir,كثير بن جعفر بن أبي كثير
23596,Successor (Taba' Tabi'),Natural,,Khultum bin Mua'wiya,كلثوم بن معاوية
23597,Successor (Taba' Tabi'),Natural,,Kryb bin Yahya,كريب بن يحيى
23598,Successor (Taba' Tabi'),Natural,,Kndyr bin Sulaiman al-Bjly,كندير بن سليمان
23599,Successor (Taba' Tabi'),Natural,,Lyth bin al-Mtwkl,ليث بن المتوكل
23600,Successor (Taba' Tabi'),Natural,,Lbth bin al-Frzdq al-Mjash'y al-Tmymy,لبطة بن الفرزدق
23601,Successor (Taba' Tabi'),Natural,Kufa,Muhammad bin Ayash bin 'Amr,محمد بن عياش
23602,Successor (Taba' Tabi'),Natural,Medina,Muhammad bin Myna'a,محمد بن ميناء
23603,Successor (Taba' Tabi'),Natural,,Muhammad bin Msahq,محمد بن مساحق
23604,Successor (Taba' Tabi'),Natural,,Muhammad bin S'hm,محمد بن سهم
23605,Successor (Taba' Tabi'),Natural,,Muhammad bin Mhrz al-Dby,محمد بن محرز
23606,Successor (Taba' Tabi'),Natural,,Muhammad bin Ward Wqd Qyl,محمد بن وارد
23607,Successor (Taba' Tabi'),Natural,"Hamadan, Kufa",Muslim bin Hyan al-Hmdany,مسلم بن حيان
23608,Successor (Taba' Tabi'),Natural,,Muslim bin Slym,مسلم بن سليم
23609,Successor (Taba' Tabi'),Natural,Kufa,Musa bin Rstm,موسى بن رستم
23610,Successor (Taba' Tabi'),Natural,,Musa bin Jmyl,موسى بن جميل
23611,Successor (Taba' Tabi'),Natural,,Musa bin Shdad,موسى بن شداد
23612,Successor (Taba' Tabi'),Natural,,Musa bin Qtn,موسى بن قطن
23613,Successor (Taba' Tabi'),Natural,,Musa bin Mjahd,موسى بن مجاهد
23614,Successor (Taba' Tabi'),Natural,,Malik bin Ziyad,مالك بن زياد
23615,Successor (Taba' Tabi'),Natural,al-Basra,Malik bin Talha al-Bsry,مالك بن طلحة
23616,Successor (Taba' Tabi'),Natural,,Mughira bin Dinar Shykh,مغيرة بن دينار
23617,Successor (Taba' Tabi'),Natural,,Mua'wiya bin al-Ryan,معاوية بن الريان
23618,Successor (Taba' Tabi'),Natural,,Maymun Abu al-Jwn,ميمون أبو الجون
23619,Successor (Taba' Tabi'),Natural,,Mndhr bin Hwdhh,منذر بن هوذة
23620,Successor (Taba' Tabi'),Natural,,Mrwan Mwla al-Msyb,مروان مولى المسيب
23621,Successor (Taba' Tabi'),Natural,,Mysrh bin Aqal,ميسرة بن عقال
23622,Successor (Taba' Tabi'),Natural,,Ma'mr bin Khthym al-Hilaly,معمر بن خثيم
23623,Successor (Taba' Tabi'),Natural,,Mhajr bin Sulaiman,مهاجر بن سليمان
23624,Successor (Taba' Tabi'),Natural,,Mukhtar bin Abi Mukhtar,مختار بن أبي
23625,Successor (Taba' Tabi'),Natural,,Mukhtar Abu 'Uthman Wqd Qyl,مختار أبو عثمان
23626,Successor (Taba' Tabi'),Natural,,Mtr bin Fyl,مطر بن فيل
23627,Successor (Taba' Tabi'),Natural,al-Basra,Mtr bin Draj,مطر بن دراج
23628,Successor (Taba' Tabi'),Natural,,Mjahd bin Rwma,مجاهد بن رومي
23629,Successor (Taba' Tabi'),Natural,,Ma'rwf bin S'aid,معروف بن سعيد
23630,Successor (Taba' Tabi'),Natural,,Mas'ud bin Ala,مسعود بن علي
23631,Successor (Taba' Tabi'),Natural,Hamadan,Mbark Abu 'Amr al-Khyat,مبارك أبو عمرو
23632,Successor (Taba' Tabi'),Natural,,Mhran bin Mtrf,مهران بن مطرف
23633,Successor (Taba' Tabi'),Natural,,Mhrz bin Tmym,محرز بن تميم
23634,Successor (Taba' Tabi'),Natural,Medina,Mskyn bin Salah al-Ansari Mu'dhn,مسكين بن صالح
23635,Successor (Taba' Tabi'),Natural,,Mjald bin Mharb al-Sdwsy,مجالد بن محارب
23636,Successor (Taba' Tabi'),Natural,,Ms'd'h Abu al-Dhyal Shykh,مسعدة أبو الذيال
23637,Successor (Taba' Tabi'),Natural,,Mnzwr bin Zban,منظور بن زبان
23638,Successor (Taba' Tabi'),Natural,,Mstmr bin al-Ryan,مستمر بن الريان
23639,Successor (Taba' Tabi'),Natural,Makkah,Ma'rf al-Mka al-Qara,معرف المكي القاري
23640,Successor (Taba' Tabi'),Natural,al-Basra,Mkhsha bin Mua'wiya Shykh,مخشي بن معاوية
23641,Successor (Taba' Tabi'),Natural,,Msafr bin Hnzlh,مسافر بن حنظلة
23642,Successor (Taba' Tabi'),Natural,,Mzyd bin Hilal al-Tky Wqd,مزيد بن هلال
23643,Successor (Taba' Tabi'),Natural,,Mstwrd bin al-Ahnf,مستورد بن الأحنف
23644,Successor (Taba' Tabi'),Natural,,Mdlj bin al-Mqdam,مدلج بن المقدام
23645,Successor (Taba' Tabi'),Natural,,al-N'uman bin Habib,النعمان بن حبيب
23646,Successor (Taba' Tabi'),Natural,Yemen,al-N'uman bin Bzrj,النعمان بن بزرج
23647,Successor (Taba' Tabi'),Natural,al-Basra,al-Nadr bin Mkhraq,النضر بن مخراق
23648,Successor (Taba' Tabi'),Natural,,Najyh bin al-Mughira,ناجية بن المغيرة
23649,Successor (Taba' Tabi'),Natural,,Nsyr Abu al-'Aswad,نصير أبو الأسود
23650,Successor (Taba' Tabi'),Natural,,al-Nmr bin Hilal,النمر بن هلال
23651,Successor (Taba' Tabi'),Natural,,Nwshjan Abu al-Mughira,نوشجان أبو المغيرة
23652,Successor (Taba' Tabi'),Natural,,al-Walid bin Rfa'h,الوليد بن رفاعة
23653,Successor (Taba' Tabi'),Natural,,al-Walid bin Suwayd,الوليد بن سويد
23654,Successor (Taba' Tabi'),Natural,,al-Walid bin Zrwan Whw al-Dhy,الوليد بن زروان
23655,Successor (Taba' Tabi'),Natural,,al-Walid bin Malik,الوليد بن مالك
23656,Successor (Taba' Tabi'),Natural,,Wasl bin Slym,واصل بن سليم
23657,Successor (Taba' Tabi'),Natural,,Wasl Bya' al-Sabry,واصل بياع السابري
23658,Successor (Taba' Tabi'),Natural,,Wky' bin al-Mndhr,وكيع بن المنذر
23659,Successor (Taba' Tabi'),Natural,,Wrdan Abu Khalid,وردان أبو خالد
23660,Successor (Taba' Tabi'),Natural,al-Hijaz,Hisham bin Hamza al-Hjazy,هشام بن حمزة
23661,Successor (Taba' Tabi'),Natural,,Hisham bin al-Mughira Abu al-Mughira,هشام بن المغيرة
23662,Successor (Taba' Tabi'),Natural,al-Basra,Hilal Abu al-Nadr,هلال أبو النضر
23663,Successor (Taba' Tabi'),Natural,al-Basra,Hilal bin Khrzadh,هلال بن خرزاذ
23664,Successor (Taba' Tabi'),Natural,,Harun bin Qays,هارون بن قيس
23665,Successor (Taba' Tabi'),Natural,,Han'i Bya' al-Rman,هانئ بياع الرمان
23666,Successor (Taba' Tabi'),Natural,al-Kufa,Han'i bin S'aid al-Nkh'y al-Kwfa,هانئ بن سعيد
23667,Successor (Taba' Tabi'),Natural,Kufa,Hashim bin S'ad Kwfa Whw,هاشم بن سعد
23668,Successor (Taba' Tabi'),Natural,,Hdbh bin al-Mnhal al-Slmy,هدبة بن المنهال
23669,Successor (Taba' Tabi'),Natural,,Hzan bin Musa,هزان بن موسى
23670,Successor (Taba' Tabi'),Natural,,Yahya bin Mtr,يحيى بن مطر
23671,Successor (Taba' Tabi'),Natural,,Yahya bin al-Qasim,يحيى بن القاسم
23672,Successor (Taba' Tabi'),Natural,,Yazid bin Hkym Abu Na'ilh,يزيد بن حكيم
23673,Successor (Taba' Tabi'),Natural,,Yazid bin 'Imran,يزيد بن عمران
23674,Successor (Taba' Tabi'),Natural,Egypt,Yazid bin Qwdhr,يزيد بن قوذر
23675,Successor (Taba' Tabi'),Natural,al-Kufa,Yazid bin al-Walid al-Kwfa,يزيد بن الوليد
23676,Successor (Taba' Tabi'),Natural,Syria,Yazid bin Mwhb al-Shamy,يزيد بن موهب
23677,Successor (Taba' Tabi'),Natural,al-Hims,Yonus bin 'Uthman,يونس بن عثمان
23678,Successor (Taba' Tabi'),Natural,,Y'la bin al-N'uman,يعلى بن النعمان
23679,Successor (Taba' Tabi'),Natural,,Y'la bin Mqsm,يعلى بن مقسم
23680,Successor (Taba' Tabi'),Natural,al-Syria,Ysar bin Sb' Aw al-Ghadyh,يسار بن سبع
23700,Successor (Taba' Tabi'),Natural,,Ibrahim al-Afts Shykh,إبراهيم الأفطس
23701,Successor (Taba' Tabi'),Natural,,Ibrahim al-Qyly Shykh,إبراهيم العقيلي
23702,Successor (Taba' Tabi'),Natural,,Ibrahim al-Kndy Shykh,إبراهيم الكندي
23703,Successor (Taba' Tabi'),Natural,Kufa,Isma'il al-Sraj Shykh,إسماعيل السراج
23704,Successor (Taba' Tabi'),Natural,,Isma'il Mwla 'Abdullah bin 'Amr,إسماعيل مولى
23705,Successor (Taba' Tabi'),Natural,al-Basra,Isma'il al-Jhdry Shykh,إسماعيل الجحدري
23706,Successor (Taba' Tabi'),Natural,Syria,Ayoub al-Shamy,أيوب الشامي
23707,Successor (Taba' Tabi'),Natural,Medina,Ayoub al-Ansari,أيوب الأنصاري
23708,Successor (Taba' Tabi'),Natural,,Umayya al-Azdy Shykh,أمية الأزدي
23709,Successor (Taba' Tabi'),Natural,,Umayya al-Quraishi Shykh,أمية القرشي
23710,Successor (Taba' Tabi'),Natural,,Bkar al-Thqfa,بكار الثقفي
23711,Successor (Taba' Tabi'),Natural,al-Basra,Bzy' al-Tar,بزيع العطار
23712,Successor (Taba' Tabi'),Natural,,Bhyr al-Ma'afry Wkan Ala Hrs,بحير المعافري
23713,Successor (Taba' Tabi'),Natural,,Twbh al-Hilaly Shykh,توبة الهلالي
23714,Successor (Taba' Tabi'),Natural,"Hamadan, Kufa",Thwr al-Hmdany,ثور الهمداني
23715,Successor (Taba' Tabi'),Natural,Medina,Thbyt al-Dby Shykh,ثبيت الضبي
23716,Successor (Taba' Tabi'),Natural,,Jabir al-Jhny Shykh,جابر الجهني
23717,Successor (Taba' Tabi'),Natural,,Jmyl al-Hdha'a Shykh,جميل الحذاء
23718,Successor (Taba' Tabi'),Natural,"Hamadan, Kufa",J'd al-Hmdany Kwfa,جعد الهمداني
23719,Successor (Taba' Tabi'),Natural,,Jhshh bin Ala'a,جحشة بن
23720,Successor (Taba' Tabi'),Natural,,al-Hasan al-Qrdwsa,الحسن القردوسي
23721,Successor (Taba' Tabi'),Natural,,al-Hasan al-Bdy Shykh,الحسن العبدي
23722,Successor (Taba' Tabi'),Natural,al-Basra,Habib al-Qnad Shykh,حبيب القناد
23723,Successor (Taba' Tabi'),Natural,,al-Hakam al-Thqfa,الحكم الثقفي
23724,Successor (Taba' Tabi'),Natural,,Hameed al-Awza'y Shykh,حميد الأوزاعي
23725,Successor (Taba' Tabi'),Natural,,Hameed al-Fzary Shykh,حميد الفزاري
23726,Successor (Taba' Tabi'),Natural,,Hameed al-Kndy Shykh,حميد الكندي
23727,Successor (Taba' Tabi'),Natural,al-Ta'if,Hafs al-Ta'ify Qwlh,حفص الطائفي
23728,Successor (Taba' Tabi'),Natural,,Hjaj al-Wraq Shykh,حجاج الوراق
23729,Successor (Taba' Tabi'),Natural,,Husayn al-Th'lby,حصين الثعلبي
23730,Successor (Taba' Tabi'),Natural,,Hmad al-Ra'id,حماد الرائض
23731,Successor (Taba' Tabi'),Natural,,Hmad al-Sman,حماد السمان
23732,Successor (Taba' Tabi'),Natural,"Kufa, Hamadan",Hamza al-Bdy,حمزة العبدي
23733,Successor (Taba' Tabi'),Natural,,Hjr al-Hjry,حجر الهجري
23734,Successor (Taba' Tabi'),Natural,Medina,Hajb Mwla Abi Khtmh al-Ansari,حاجب مولى
23735,Successor (Taba' Tabi'),Natural,,Hban al-Sa'igh,حبان الصائغ
23736,Successor (Taba' Tabi'),Natural,Musaysa,Hdhyfh al-Msysy Shykh,حذيفة المصيصي
23737,Successor (Taba' Tabi'),Natural,,Khalid Sblan,خالد سبلان
23738,Successor (Taba' Tabi'),Natural,Kufa,Khlyfh al-Bdy,خليفة العبدي
23739,Successor (Taba' Tabi'),Natural,,Khnas al-Skwny,خناس السكوني
23740,Successor (Taba' Tabi'),Natural,al-Basra,Da'ud al-Tfawy,داود الطفاوي
23741,Successor (Taba' Tabi'),Natural,Kufa,Dinar al-Ahmra,دينار الأحمري
23742,Successor (Taba' Tabi'),Natural,,Dlhm al-Sdwsy,دلهم السدوسي
23743,Successor (Taba' Tabi'),Natural,,D'hyn al-Aqt',دهين الأقطع
23744,Successor (Taba' Tabi'),Natural,,Rashid al-Azrq,راشد الأزرق
23745,Successor (Taba' Tabi'),Natural,,Rhal bin Muslim,رحال بن
23746,Successor (Taba' Tabi'),Natural,,Zayd al-Sraj,زيد السراج
23747,Successor (Taba' Tabi'),Natural,,Zayd al-Slmy,زيد السلمي
23748,Successor (Taba' Tabi'),Natural,al-Medina,Ziyad al-Msfr Mwla Mus'ab Knyt'h,زياد المصفر
23749,Successor (Taba' Tabi'),Natural,,S'aid al-Zyat,سعيد الزيات
23750,Successor (Taba' Tabi'),Natural,Kufa,Sulaiman al-Bkaly,سليمان البكالي
23751,Successor (Taba' Tabi'),Natural,,Sulaiman al-Khwzy Shykh,سليمان الخوزي
23752,Successor (Taba' Tabi'),Natural,,Sulaiman al-Laf,سليمان العلاف
23753,Successor (Taba' Tabi'),Natural,Wasit,Sulaiman al-Tar,سليمان العطار
23754,Successor (Taba' Tabi'),Natural,Hamadan,Sulaiman al-Hmdany,سليمان الهمداني
23755,Successor (Taba' Tabi'),Natural,,Salmah al-Sa'igh,سلمة الصائغ
23756,Successor (Taba' Tabi'),Natural,al-Ta'if,al-Sa'ib al-Ta'ify,السائب الطائفي
23757,Successor (Taba' Tabi'),Natural,Syria,Salman al-Shamy,سلمان الشامي
23758,Successor (Taba' Tabi'),Natural,al-Basra,Swar al-Jrmy,سوار الجرمي
23759,Successor (Taba' Tabi'),Natural,Kufa,Swar al-Kndy,سوار الكندي
23760,Successor (Taba' Tabi'),Natural,,Swar al-Shqry,سوار الشقري
23761,Successor (Taba' Tabi'),Natural,al-Basra,Sryj Abu Hrb,سريج أبو
23762,Successor (Taba' Tabi'),Natural,Yemen,Suh'aib al-Jbay,شعيب الجباي
23763,Successor (Taba' Tabi'),Natural,,Shdad al-Qara,شداد القاري
23764,Successor (Taba' Tabi'),Natural,Syria,Shryh al-Shamy,شريح الشامي
23765,Successor (Taba' Tabi'),Natural,Kufa,Shryk al-Brjmy,شريك البرجمي
23766,Successor (Taba' Tabi'),Natural,,Shayba al-Katb,شيبة الكاتب
23767,Successor (Taba' Tabi'),Natural,,Shyban al-Lham,شيبان اللحام
23768,Successor (Taba' Tabi'),Natural,,Shrqy al-J'fy,شرقي الجعفي
23769,Successor (Taba' Tabi'),Natural,,Shwdhb Mwla al-Sh'by Knyt'h Abu,شوذب مولى
23770,Successor (Taba' Tabi'),Natural,al-Basra,Salah al-Brad,صالح البراد
23771,Successor (Taba' Tabi'),Natural,,Salah Mwla Mazn,صالح مولى
23772,Successor (Taba' Tabi'),Natural,,Dbthm al-Dby,ضبثم الضبي
23773,Successor (Taba' Tabi'),Natural,al-Kufa,Talha al-Qnad Abu Hmad al-Kwfa,طلحة القناد
23774,Successor (Taba' Tabi'),Natural,,Talha al-Db'y,طلحة الضبعي
23775,Successor (Taba' Tabi'),Natural,al-Basra,Tlq al-Bsry,طلق البصري
23776,Successor (Taba' Tabi'),Natural,,Ubaid'h al-Yzny,عبيدة اليزني
23777,Successor (Taba' Tabi'),Natural,Kufa,Ala al-J'fy,علي الجعفي
23778,Successor (Taba' Tabi'),Natural,Kufa,Amr al-Fqymy,عمرو الفقيمي
23779,Successor (Taba' Tabi'),Natural,Medina,Isa al-Ansari,عيسى الأنصاري
23780,Successor (Taba' Tabi'),Natural,,Uqba al-'Asady,عقبة الأسدي
23781,Successor (Taba' Tabi'),Natural,"Basra, al-Basra",Ata'a al-Khshk Bsra,عطاء الخشك
23782,Successor (Taba' Tabi'),Natural,,Utba al-Rasby,عتبة الراسبي
23783,Successor (Taba' Tabi'),Natural,,Abbas al-Qaysy,عباس القيسي
23784,Successor (Taba' Tabi'),Natural,al-Basra,Atyh al-Rasby,عطية الراسبي
23785,Successor (Taba' Tabi'),Natural,,Atyh al-Slmy,عطية السلمي
23786,Successor (Taba' Tabi'),Natural,,Atyh al-Sraj,عطية السراج
23787,Successor (Taba' Tabi'),Natural,,Amar al-Qaysy Wqd Qyl al-Bsy,عمار القيسي
23788,Successor (Taba' Tabi'),Natural,,Amar al-Hdrmy,عمار الحضرمي
23789,Successor (Taba' Tabi'),Natural,Medina,Aa'idh al-Blwa,عائذ البلوي
23790,Successor (Taba' Tabi'),Natural,,al-'Asy bin 'Amr al-Tfawy,العاصي بن
23791,Successor (Taba' Tabi'),Natural,al-Yamama,Arar bin 'Abdullah bin Sa'd,عرار بن
23792,Successor (Taba' Tabi'),Natural,,Ghalb al-Wraq,غالب الوراق
23793,Successor (Taba' Tabi'),Natural,,Flyh al-Shmas,فليح الشماس
23794,Successor (Taba' Tabi'),Natural,Merv,al-Frzdq bin Jwas,الفرزدق بن
23795,Successor (Taba' Tabi'),Natural,Kufa,al-Qasim al-J'fy,القاسم الجعفي
23796,Successor (Taba' Tabi'),Natural,Kufa,Qrh al-Jly,قرة العجلي
23797,Successor (Taba' Tabi'),Natural,Kufa,Qtra al-Khshab,قطري الخشاب
23798,Successor (Taba' Tabi'),Natural,,Kryb al-Kndy,كريب الكندي
23799,Successor (Taba' Tabi'),Natural,,K'hf al-Qshyry,كهف القشيري
23800,Successor (Taba' Tabi'),Natural,,Muhammad al-Knany,محمد الكناني
23801,Successor (Taba' Tabi'),Natural,,Muhammad al-Mhrm Shykh,محمد المحرم
23802,Successor (Taba' Tabi'),Natural,,Mua'wiya al-J'fy,معاوية الجعفي
23803,Successor (Taba' Tabi'),Natural,,Mua'wiya al-Quraishi Wald 'Uthman bin Mu,معاوية القرشي
23804,Successor (Taba' Tabi'),Natural,,Maymun al-Khyat,ميمون الخياط
23805,Successor (Taba' Tabi'),Natural,,Mus'ab al-Hmyry,مصعب الحميري
23806,Successor (Taba' Tabi'),Natural,,Mndhr al-Khza'y,منذر الخزاعي
23807,Successor (Taba' Tabi'),Natural,Yemen,Mndhr al-Afts,منذر الأفطس
23808,Successor (Taba' Tabi'),Natural,,Ma'ql al-Knany,معقل الكناني
23809,Successor (Taba' Tabi'),Natural,,Ma'la al-Kndy,معلى الكندي
23810,Successor (Taba' Tabi'),Natural,Medina,Mtrf al-Sa'dy,مطرف السعدي
23811,Successor (Taba' Tabi'),Natural,,Mghyth al-Bjly,مغيث البجلي
23812,Successor (Taba' Tabi'),Natural,,Ms'r al-Kharja Qwlh,مسعر الخارجي
23813,Successor (Taba' Tabi'),Natural,Kufa,Msafr al-Jsas Abu 'Abdullah,مسافر الجصاص
23814,Successor (Taba' Tabi'),Natural,Kufa,Mty' al-Ghzal Abu al-Hasan,مطيع الغزال
23815,Successor (Taba' Tabi'),Natural,,Mhnd bin Hisham al-Qaysy,مهند بن
23816,Successor (Taba' Tabi'),Natural,,Msrbl al-Bdy,مسربل العبدي
23817,Successor (Taba' Tabi'),Natural,"al-Kufa, Medina",Mhbr bin Harun al-Kwfa,محبر بن
23818,Successor (Taba' Tabi'),Natural,Kufa,Mstghfr al-Bjly,مستغفر البجلي
23819,Successor (Taba' Tabi'),Natural,,Naf' al-Jrshy,نافع الجرشي
23820,Successor (Taba' Tabi'),Natural,,Nhshl al-Quraishi,نهشل القرشي
23821,Successor (Taba' Tabi'),Natural,,Nbyh al-Tmymy,نبيه التميمي
23822,Successor (Taba' Tabi'),Natural,al-Basra,Nfys al-Bsry,نفيس البصري
23823,Successor (Taba' Tabi'),Natural,,Nashj al-Hdrmy,ناشج الحضرمي
23824,Successor (Taba' Tabi'),Natural,,Waqd al-Tras,واقد التراس
23825,Successor (Taba' Tabi'),Natural,,Waqd Mwla Abi Ayoub,واقد مولى
23826,Successor (Taba' Tabi'),Natural,,Wrdan al-Mu'dhn,وردان المؤذن
23827,Successor (Taba' Tabi'),Natural,,Hisham al-Mrhba,هشام المرهبي
23828,Successor (Taba' Tabi'),Natural,,al-Hythm al-Kndy,الهيثم الكندي
23829,Successor (Taba' Tabi'),Natural,,Harun al-Qt'y,هارون القطعي
23830,Successor (Taba' Tabi'),Natural,,Harun al-Hdrmy,هارون الحضرمي
23831,Successor (Taba' Tabi'),Natural,al-Basra,Yazid al-A'rj,يزيد الأعرج
23832,Successor (Taba' Tabi'),Natural,,Yazid al-Qyly,يزيد العقيلي
23833,Successor (Taba' Tabi'),Natural,Kufa,Y'aqub al-Ahlafa al-Mu'dhn,يعقوب الأحلافي
23850,Successor (Taba' Tabi'),Natural,,Blj bin 'Abdullah al-Mhry,بلج
23851,Successor (Taba' Tabi'),Natural,al-Basra,Twab bin Hjyl Wqd Qyl,تواب
23852,Successor (Taba' Tabi'),Natural,al-Syria,J'wnh Shykh,جعونة
23853,Successor (Taba' Tabi'),Natural,Kufa,Hajz bin 'Abdullah al-Mharby,حاجز
23854,Successor (Taba' Tabi'),Natural,Damascus,Khayran al-Damashqi,خيران الدمشقي الكلبي
23855,Successor (Taba' Tabi'),Natural,,D'amh Shykh,دعامة
23856,Successor (Taba' Tabi'),Natural,,Rafd Shykh,رافد
23857,Successor (Taba' Tabi'),Natural,Kufa,Rdrad Shykh,رضراض
23858,Successor (Taba' Tabi'),Natural,Damascus,Zjlh,زجلة
23871,Successor (Taba' Tabi'),Natural,,Wadh Shykh,واضح
24003,Successor (Taba' Tabi') [9th generation],Natural,"al-Basra, Egypt",Ibrahim bin A'yn al-Shybany,إبراهيم بن أعين الشيباني العجلي
24004,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Ibrahim bin Habib bin al-Shhyd,إبراهيم بن حبيب بن الشهيد
24005,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Ibrahim bin Salah bin Darham,إبراهيم بن صالح بن درهم
24006,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Ibrahim bin Sdqh al-Basri,إبراهيم بن صدقة البصري
24007,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Ibrahim bin Abd,إبراهيم بن عبد الملك البصري
24008,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Ibrahim bin Ata'a bin Abi Maymuna,إبراهيم بن عطاء بن أبي ميمونة
24009,Successor (Taba' Tabi'),Natural,al-Basra,Ibrahim bin al-Fadl bin Abi Suwayd,إبراهيم بن الفضل بن أبى سويد
24011,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Azhar bin Snan,أزهر بن سنان
24013,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Ishaq bin al-Rabi' al-Basri,إسحاق بن الربيع البصري الأبلي
24014,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Ishaq bin 'Uthman al-Klaby,إسحاق بن عثمان الكلابي
24015,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Ishaq bin 'Isa al-Qshyry,إسحاق بن عيسى القشيري
24017,Successor (Taba' Tabi') [8th generation],Natural,al-Basra,Isma'il bin Ibrahim al-Krabysy,إسماعيل بن إبراهيم الكرابيسي
24018,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Isma'il bin Sa'id bin 'Ubaidullah,إسماعيل بن سعيد بن عبيد
24019,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Isma'il bin Suliaman al-Khal al-Dby,إسماعيل بن سليمان الكحال
24020,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Isma'il bin 'Abdullah,إسماعيل بن عبد الله بن الحارث
24021,Successor (Taba' Tabi') [9th generation],Natural,"Khurasan, al-Basra",Ash'th bin 'Abdullah,أشعث بن عبد الله
24022,Successor (Taba' Tabi') [7th generation],Natural,Basra,Ash'th bin 'Abdur Rahman,أشعث بن عبد الرحمن الجرمي
24025,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Umayya bin Zayd al-Azdy,أمية بن زيد الأزدي البصري
24026,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Iyas bin Dghfl,إياس بن دغفل
24027,Successor (Taba' Tabi') [8th generation],Natural,"al-Kufa, al-Basra",Ayoub bin Waqd al-Kwfy,أيوب بن واقد الكوفي
24028,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Bahr bin Kaniz - al-Saqqa',بحر بن كنيز أبو الفضل السقاء
24030,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,al-Bra'a bin 'Abdullah,البراء بن عبد الله بن يزيد
24031,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Bstam bin Hryth,بسطام بن حريث
24032,Successor (Taba' Tabi') [7th generation],Natural,Basra,Bstam bin Muslim bin Nmyr,بسطام بن مسلم بن نمير
24033,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Bashar bin 'Isa al-Db'y,بشار بن عيسى الضبعي
24034,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Bashr bin Thabit al-Basri,بشر بن ثابت البصري
24035,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Bashr bin al-Hasan al-Safi,بشر بن الحسن البصري أبو مالك الصفي
24039,Successor (Taba' Tabi') [7th generation],Natural,Basra,Bashr bin Nmyr al-Qshyry,بشر بن نمير القشيري
24041,Successor (Taba' Tabi') [7th generation],Natural,Basra,Bkar bin 'Abdul 'Aziz,بكار بن عبد العزيز بن أبي
24042,Successor (Taba' Tabi') [7th generation],Natural,al-Basra,Bakr bin al-Hakam,بكر بن الحكم
24043,Successor (Taba' Tabi') [9th generation],Natural,al-Basra,Bakr bin 'Isa al-Rasby,بكر بن عيسى الراسبي
24044,Successor (Taba' Tabi') [9th generation],Natural,Basra,Bakr bin Yahya bin Zban,بكر بن يحيى بن زبان
